Window #,Window start index,Window stop index,GT steps in window,Predicted steps in window,GT running step sum,Predicted running step sum,Difference,Index output
92,210,284,6,0.42537117,4.146666667,0.725454954,0,None
93,211,285,6,0.49160385,4.226666667,0.732009672,0,None
94,212,286,6,0.6962377,4.306666667,0.741292841,0,None
95,213,287,6,0.7378563,4.386666667,0.751130925,0,None
96,214,288,6,1.1006105,4.466666667,0.765805732,0,None
97,215,289,5,1.2787088,4.533333333,0.782855182,0,None
98,216,290,5,1.38024,4.6,0.801258382,0,None
99,217,291,5,1.4831822,4.666666667,0.821034145,0,None
100,218,292,5,1.5513233,4.733333333,0.841718455,0,None
101,219,293,6,1.9581428,4.813333333,0.867827025,0,None
102,220,294,6,2.428678,4.893333333,0.900209399,0,None
103,221,295,6,2.422637,4.973333333,0.932511226,0,None
104,222,296,6,2.515027,5.053333333,0.966044919,0,None
105,223,297,6,2.4619467,5.133333333,0.998870876,0,None
106,224,298,6,2.6595745,5.213333333,1.034331869,1,262
107,225,299,6,3.12681,5.293333333,1.07602267,0,None
108,226,300,6,3.3254824,5.373333333,1.120362435,0,None
109,227,301,7,3.7007666,5.466666667,1.169705989,0,None
110,228,302,7,3.964559,5.56,1.222566777,0,None
111,229,303,7,4.1002183,5.653333333,1.277236354,0,None
112,230,304,7,4.9066157,5.746666667,1.342657897,0,None
113,231,305,7,5.2925367,5.84,1.413225054,0,None
114,232,306,6,6.0826063,5.92,1.494326471,0,None
115,233,307,6,6.2207274,6,1.577269504,0,None
116,234,308,7,6.2389593,6.093333333,1.660455628,0,None
117,235,309,7,6.4357324,6.186666667,1.746265393,0,None
118,236,310,7,6.484418,6.28,1.832724299,0,None
119,237,311,7,7.2719736,6.373333333,1.929683947,0,None
120,238,312,7,7.2542963,6.466666667,2.026407897,1,276
121,239,313,7,7.0610795,6.56,2.120555624,0,None
122,240,314,7,7.7237434,6.653333333,2.22353887,0,None
123,241,315,6,8.03152,6.733333333,2.330625802,0,None
124,242,316,7,8.215895,6.826666667,2.440171065,0,None
125,243,317,7,7.986667,6.92,2.54665996,0,None
126,244,318,7,7.3732285,7.013333333,2.644969674,0,None
127,245,319,7,8.16096,7.106666667,2.753782477,0,None
128,246,320,7,8.131477,7.2,2.862202175,0,None
129,247,321,7,7.936585,7.293333333,2.968023307,0,None
130,248,322,6,7.5061827,7.373333333,3.068105743,1,286
131,249,323,6,6.958661,7.453333333,3.160887891,0,None
132,250,324,6,7.90602,7.533333333,3.266301493,0,None
133,251,325,7,7.8872614,7.626666667,3.371464978,0,None
134,252,326,7,6.723064,7.72,3.461105831,0,None
135,253,327,7,5.9005322,7.813333333,3.539779594,0,None
136,254,328,7,5.2930274,7.906666667,3.610353293,0,None
137,255,329,7,5.901096,8,3.689034571,0,None
138,256,330,7,5.4368606,8.093333333,3.761526045,0,None
139,257,331,7,5.1741977,8.186666667,3.830515347,0,None
140,258,332,7,5.7271338,8.28,3.906877131,0,None
141,259,333,8,5.616887,8.386666667,3.981768959,0,None
142,260,334,8,5.751424,8.493333333,4.05845461,1,298
143,261,335,8,6.5523987,8.6,4.145819925,0,None
144,262,336,8,5.994835,8.706666667,4.225751057,0,None
145,263,337,8,5.433496,8.813333333,4.298197671,0,None
146,264,338,8,3.983788,8.92,4.351314844,0,None
147,265,339,7,4.7600513,9.013333333,4.414782194,0,None
148,266,340,7,5.5906463,9.106666667,4.489324145,0,None
149,267,341,8,4.9589505,9.213333333,4.555443485,0,None
150,268,342,8,4.2017436,9.32,4.611466733,0,None
151,269,343,8,3.6710877,9.426666667,4.660414569,0,None
152,270,344,8,4.6096478,9.533333333,4.721876539,0,None
153,271,345,8,4.919906,9.64,4.787475288,0,None
154,272,346,8,3.4929123,9.746666667,4.834047452,0,None
155,273,347,8,2.7537217,9.853333333,4.870763741,0,None
156,274,348,8,1.4776609,9.96,4.890465887,0,None
157,275,349,9,1.9452881,10.08,4.916403061,0,None
158,276,350,9,1.5700938,10.2,4.937337644,0,None
159,277,351,9,0.61273223,10.32,4.945507407,0,None
160,278,352,9,0.3397767,10.44,4.950037763,0,None
161,279,353,8,0.3913507,10.54666667,4.955255772,0,None
162,280,354,8,1.515718,10.65333333,4.975465345,0,None
163,281,355,8,2.5172763,10.76,5.009029029,1,319
164,282,356,8,1.978747,10.86666667,5.035412323,0,None
165,283,357,9,1.9651257,10.98666667,5.061613998,0,None
166,284,358,9,0.77355176,11.10666667,5.071928022,0,None
167,285,359,9,2.2088022,11.22666667,5.101378718,0,None
168,286,360,9,3.5574522,11.34666667,5.148811414,0,None
169,287,361,9,3.5726838,11.46666667,5.196447198,0,None
170,288,362,9,2.604806,11.58666667,5.231177944,0,None
171,289,363,9,3.5117002,11.70666667,5.278000613,0,None
172,290,364,9,4.7574873,11.82666667,5.341433777,0,None
173,291,365,9,4.2116003,11.94666667,5.397588448,0,None
174,292,366,10,3.6301136,12.08,5.445989962,0,None
175,293,367,10,2.756145,12.21333333,5.482738562,0,None
176,294,368,9,5.560681,12.33333333,5.556880974,0,None
177,295,369,9,6.7754045,12.45333333,5.6472197,0,None
178,296,370,9,6.40837,12.57333333,5.732664634,0,None
179,297,371,9,7.010515,12.69333333,5.82613817,0,None
180,298,372,9,6.159686,12.81333333,5.908267318,0,None
181,299,373,10,7.6715636,12.94666667,6.010554833,1,337
182,300,374,10,8.141164,13.08,6.119103684,0,None
183,301,375,10,8.258286,13.21333333,6.22921417,0,None
184,302,376,9,9.0613365,13.33333333,6.35003199,0,None
185,303,377,9,9.437132,13.45333333,6.475860415,0,None
186,304,378,9,10.359568,13.57333333,6.613987984,0,None
187,305,379,9,10.601679,13.69333333,6.755343702,0,None
188,306,380,9,9.825346,13.81333333,6.886348315,0,None
189,307,381,9,10.026894,13.93333333,7.02004023,1,345
190,308,382,10,8.867321,14.06666667,7.138271177,0,None
191,309,383,9,8.999703,14.18666667,7.258267222,0,None
192,310,384,9,8.978353,14.30666667,7.37797859,0,None
193,311,385,9,7.92148,14.42666667,7.483598325,0,None
194,312,386,9,8.78307,14.54666667,7.60070592,0,None
195,313,387,9,9.907428,14.66666667,7.732804957,0,None
196,314,388,9,10.794692,14.78666667,7.876734184,0,None
197,315,389,9,9.302107,14.90666667,8.000762276,1,353
198,316,390,9,9.239452,15.02666667,8.123954974,0,None
199,317,391,9,10.234776,15.14666667,8.260418648,0,None
200,318,392,9,11.580859,15.26666667,8.414830104,0,None
201,319,393,9,11.499051,15.38666667,8.568150785,0,None
202,320,394,9,9.678744,15.50666667,8.697200709,0,None
203,321,395,9,11.360668,15.62666667,8.848676285,0,None
204,322,396,9,11.833452,15.74666667,9.006455648,1,360
205,323,397,9,12.260974,15.86666667,9.1699353,0,None
206,324,398,9,10.9623575,15.98666667,9.316100067,0,None
207,325,399,9,11.044191,16.10666667,9.463355952,0,None
208,326,400,8,11.203677,16.21333333,9.612738314,0,None
209,327,401,8,11.134898,16.32,9.761203624,0,None
210,328,402,9,10.949565,16.44,9.907197823,0,None
211,329,403,9,8.1385355,16.56,10.01571163,1,367
212,330,404,9,8.077764,16.68,10.12341514,0,None
213,331,405,9,8.057954,16.8,10.23085453,0,None
214,332,406,9,8.676491,16.92,10.34654107,0,None
215,333,407,9,10.446119,17.04,10.48582266,0,None
216,334,408,8,9.505769,17.14666667,10.61256625,0,None
217,335,409,8,8.214807,17.25333333,10.722097,0,None
218,336,410,9,8.63158,17.37333333,10.83718474,0,None
219,337,411,9,7.929779,17.49333333,10.94291513,0,None
220,338,412,9,8.628572,17.61333333,11.05796276,1,376
221,339,413,9,8.61801,17.73333333,11.17286955,0,None
222,340,414,9,10.145159,17.85333333,11.30813834,0,None
223,341,415,9,11.384732,17.97333333,11.45993477,0,None
224,342,416,8,10.123435,18.08,11.5949139,0,None
225,343,417,8,10.530819,18.18666667,11.73532482,0,None
226,344,418,8,9.545324,18.29333333,11.86259581,0,None
227,345,419,9,10.266846,18.41333333,11.99948709,0,None
228,346,420,9,10.84778,18.53333333,12.14412416,1,384
229,347,421,9,8.735871,18.65333333,12.26060244,0,None
230,348,422,9,9.083262,18.77333333,12.38171261,0,None
231,349,423,9,8.881207,18.89333333,12.50012871,0,None
232,350,424,8,11.148017,19,12.64876893,0,None
233,351,425,8,11.790752,19.10666667,12.80597896,0,None
234,352,426,8,8.610355,19.21333333,12.9207837,0,None
235,353,427,8,7.9514027,19.32,13.0268024,1,391
236,354,428,8,6.7947707,19.42666667,13.11739935,0,None
237,355,429,8,9.551292,19.53333333,13.24474991,0,None
238,356,430,8,12.757986,19.64,13.41485639,0,None
239,357,431,8,10.689269,19.74666667,13.55737998,0,None
240,358,432,7,9.252671,19.84,13.68074893,0,None
241,359,433,7,9.181925,19.93333333,13.8031746,0,None
242,360,434,8,10.6629715,20.04,13.94534755,0,None
243,361,435,8,12.236351,20.14666667,14.1084989,1,399
244,362,436,8,9.230122,20.25333333,14.23156718,0,None
245,363,437,8,8.600228,20.36,14.34623689,0,None
246,364,438,8,10.16868,20.46666667,14.4818193,0,None
247,365,439,8,11.908747,20.57333333,14.64060259,0,None
248,366,440,8,14.3329735,20.68,14.8317089,0,None
249,367,441,7,10.987478,20.77333333,14.97820861,0,None
250,368,442,7,9.045885,20.86666667,15.09882041,1,406
251,369,443,7,8.860482,20.96,15.21696017,0,None
252,370,444,7,10.234646,21.05333333,15.35342212,0,None
253,371,445,7,12.992467,21.14666667,15.52665501,0,None
254,372,446,7,9.83424,21.24,15.65777821,0,None
255,373,447,7,7.9824934,21.33333333,15.76421146,0,None
256,374,448,7,10.151461,21.42666667,15.89956426,0,None
257,375,449,7,11.353597,21.52,16.05094555,1,413
258,376,450,7,12.033502,21.61333333,16.21139224,0,None
259,377,451,7,10.445192,21.70666667,16.35066147,0,None
260,378,452,7,8.300302,21.8,16.46133216,0,None
261,379,453,7,11.297508,21.89333333,16.6119656,0,None
262,380,454,7,11.166063,21.98666667,16.76084645,0,None
263,381,455,7,12.530091,22.08,16.92791433,0,None
264,382,456,7,10.261156,22.17333333,17.06472975,1,420
265,383,457,6,7.8742495,22.25333333,17.16971974,0,None
266,384,458,7,10.79129,22.34666667,17.31360361,0,None
267,385,459,7,11.070153,22.44,17.46120565,0,None
268,386,460,7,11.503691,22.53333333,17.61458819,0,None
269,387,461,7,10.068491,22.62666667,17.74883474,0,None
270,388,462,7,8.899226,22.72,17.86749109,0,None
271,389,463,7,9.778435,22.81333333,17.99787022,0,None
272,390,464,7,9.863329,22.90666667,18.12938127,1,428
273,391,465,7,11.529077,23,18.28310229,0,None
274,392,466,6,10.290117,23.08,18.42030386,0,None
275,393,467,7,8.533827,23.17333333,18.53408822,0,None
276,394,468,7,7.831805,23.26666667,18.63851228,0,None
277,395,469,7,9.701787,23.36,18.76786944,0,None
278,396,470,7,9.737209,23.45333333,18.8976989,0,None
279,397,471,7,8.45139,23.54666667,19.01038411,1,435
280,398,472,7,5.9177427,23.64,19.08928734,0,None
281,399,473,7,7.9391174,23.73333333,19.19514224,0,None
282,400,474,8,8.922764,23.84,19.31411243,0,None
283,401,475,8,9.130234,23.94666667,19.43584888,0,None
284,402,476,8,6.948242,24.05333333,19.52849211,0,None
285,403,477,7,5.672206,24.14666667,19.60412152,0,None
286,404,478,7,7.1153216,24.24,19.69899247,0,None
287,405,479,7,6.9828057,24.33333333,19.79209655,0,None
288,406,480,7,7.4220724,24.42666667,19.89105751,0,None
289,407,481,7,6.698342,24.52,19.98036874,0,None
290,408,482,7,6.947596,24.61333333,20.07300335,1,446
291,409,483,7,7.112255,24.70666667,20.16783342,0,None
292,410,484,8,5.805688,24.81333333,20.24524259,0,None
293,411,485,7,6.7034173,24.90666667,20.33462149,0,None
294,412,486,7,7.0905023,25,20.42916152,0,None
295,413,487,7,7.6756253,25.09333333,20.53150319,0,None
296,414,488,7,7.759588,25.18666667,20.63496436,0,None
297,415,489,7,7.96255,25.28,20.7411317,0,None
298,416,490,7,6.546905,25.37333333,20.82842376,0,None
299,417,491,7,6.610035,25.46666667,20.91655756,0,None
300,418,492,7,5.862296,25.56,20.99472151,0,None
301,419,493,8,8.381352,25.66666667,21.10647288,1,457
302,420,494,7,8.358757,25.76,21.21792297,0,None
303,421,495,7,8.003779,25.85333333,21.32464003,0,None
304,422,496,7,8.413827,25.94666667,21.43682439,0,None
305,423,497,7,8.254273,26.04,21.54688137,0,None
306,424,498,7,7.590381,26.13333333,21.64808645,0,None
307,425,499,7,5.9501214,26.22666667,21.7274214,0,None
308,426,500,7,5.871342,26.32,21.80570596,0,None
309,427,501,7,6.826667,26.41333333,21.89672819,0,None
310,428,502,8,8.337784,26.52,22.00789864,1,466
311,429,503,8,7.458825,26.62666667,22.10734964,0,None
312,430,504,8,6.873987,26.73333333,22.1990028,0,None
313,431,505,8,7.219951,26.84,22.29526882,0,None
314,432,506,8,7.3214083,26.94666667,22.3928876,0,None
315,433,507,8,6.7351136,27.05333333,22.48268911,0,None
316,434,508,8,5.8954687,27.16,22.56129536,0,None
317,435,509,7,5.6611547,27.25333333,22.63677742,0,None
318,436,510,7,7.4571586,27.34666667,22.7362062,0,None
319,437,511,7,7.379284,27.44,22.83459666,0,None
320,438,512,8,6.1158733,27.54666667,22.91614163,0,None
321,439,513,8,6.8415885,27.65333333,23.00736281,1,477
322,440,514,8,4.3690705,27.76,23.06561709,0,None
323,441,515,8,5.1051683,27.86666667,23.133686,0,None
324,442,516,8,5.737208,27.97333333,23.2101821,0,None
325,443,517,8,6.533599,28.08,23.29729676,0,None
326,444,518,8,7.1393433,28.18666667,23.392488,0,None
327,445,519,8,4.691065,28.29333333,23.45503553,0,None
328,446,520,8,4.712733,28.4,23.51787197,0,None
329,447,521,9,6.350673,28.52,23.60254761,0,None
330,448,522,9,7.0210414,28.64,23.6961615,0,None
331,449,523,8,6.092966,28.74666667,23.77740104,0,None
332,450,524,8,4.8842793,28.85333333,23.84252477,0,None
333,451,525,8,6.5292716,28.96,23.92958172,0,None
334,452,526,8,7.2492805,29.06666667,24.0262388,1,490
335,453,527,8,6.19711,29.17333333,24.10886693,0,None
336,454,528,9,6.1113243,29.29333333,24.19035125,0,None
337,455,529,9,5.4107914,29.41333333,24.26249514,0,None
338,456,530,9,6.26286,29.53333333,24.34599994,0,None
339,457,531,9,5.290023,29.65333333,24.41653358,0,None
340,458,532,9,5.3991294,29.77333333,24.48852197,0,None
341,459,533,8,5.075807,29.88,24.5561994,0,None
342,460,534,8,7.1952357,29.98666667,24.65213587,0,None
343,461,535,8,7.53397,30.09333333,24.7525888,0,None
344,462,536,8,8.250139,30.2,24.86259066,0,None
345,463,537,9,5.7462792,30.32,24.93920772,0,None
346,464,538,9,6.251587,30.44,25.02256221,1,502
347,465,539,9,6.7982035,30.56,25.11320492,0,None
348,466,540,9,8.041338,30.68,25.22042276,0,None
349,467,541,9,10.669715,30.8,25.36268563,0,None
350,468,542,8,7.548259,30.90666667,25.46332908,0,None
351,469,543,8,7.6860275,31.01333333,25.56580944,0,None
352,470,544,8,8.627043,31.12,25.68083668,0,None
353,471,545,9,7.5985923,31.24,25.78215125,0,None
354,472,546,9,7.4032946,31.36,25.88086184,0,None
355,473,547,9,4.630973,31.48,25.94260814,0,None
356,474,548,9,6.2810655,31.6,26.02635568,1,512
357,475,549,8,6.526115,31.70666667,26.11337055,0,None
358,476,550,8,8.734184,31.81333333,26.22982634,0,None
359,477,551,8,7.834609,31.92,26.33428779,0,None
360,478,552,8,5.5074377,32.02666667,26.4077203,0,None
361,479,553,8,5.4034867,32.13333333,26.47976679,0,None
362,480,554,9,7.530108,32.25333333,26.58016823,0,None
363,481,555,9,9.644572,32.37333333,26.70876252,0,None
364,482,556,9,9.740457,32.49333333,26.83863528,0,None
365,483,557,9,7.2134943,32.61333333,26.9348152,0,None
366,484,558,9,7.615954,32.73333333,27.03636125,1,522
367,485,559,8,9.024433,32.84,27.15668703,0,None
368,486,560,8,12.819237,32.94666667,27.32761019,0,None
369,487,561,8,10.692477,33.05333333,27.47017655,0,None
370,488,562,9,6.702977,33.17333333,27.55954958,0,None
371,489,563,9,7.9728584,33.29333333,27.66585436,0,None
372,490,564,9,10.946627,33.41333333,27.81180938,0,None
373,491,565,9,12.665785,33.53333333,27.98068651,0,None
374,492,566,9,8.643103,33.65333333,28.09592788,1,530
375,493,567,9,5.887214,33.77333333,28.17442407,0,None
376,494,568,8,7.183937,33.88,28.27020989,0,None
377,495,569,8,8.301625,33.98666667,28.38089823,0,None
378,496,570,8,11.8659725,34.09333333,28.5391112,0,None
379,497,571,9,8.650641,34.21333333,28.65445308,0,None
380,498,572,9,7.0458946,34.33333333,28.74839835,0,None
381,499,573,9,7.1537466,34.45333333,28.84378163,0,None
382,500,574,9,9.846084,34.57333333,28.97506275,0,None
383,501,575,9,10.594959,34.69333333,29.11632887,1,539
384,502,576,9,7.283101,34.81333333,29.21343689,0,None
385,503,577,8,6.1216764,34.92,29.29505924,0,None
386,504,578,8,7.116579,35.02666667,29.38994696,0,None
387,505,579,9,9.793837,35.14666667,29.52053145,0,None
388,506,580,9,11.209751,35.26666667,29.6699948,0,None
389,507,581,9,9.193462,35.38666667,29.7925743,0,None
390,508,582,9,7.741911,35.50666667,29.89579977,0,None
391,509,583,9,7.2403097,35.62666667,29.99233724,0,None
392,510,584,9,8.590046,35.74666667,30.10687118,1,548
393,511,585,9,8.899414,35.86666667,30.22553004,0,None
394,512,586,9,6.907148,35.98666667,30.31762534,0,None
395,513,587,8,7.7830505,36.09333333,30.42139935,0,None
396,514,588,9,8.982099,36.21333333,30.54116066,0,None
397,515,589,9,9.668786,36.33333333,30.67007781,0,None
398,516,590,9,9.067679,36.45333333,30.7909802,0,None
399,517,591,9,6.4147525,36.57333333,30.87651024,0,None
400,518,592,9,6.5908017,36.69333333,30.96438759,0,None
401,519,593,9,7.2527122,36.81333333,31.06109042,1,557
402,520,594,9,9.739178,36.93333333,31.19094613,0,None
403,521,595,9,9.661398,37.05333333,31.31976476,0,None
404,522,596,9,7.9197845,37.17333333,31.42536189,0,None
405,523,597,9,8.195631,37.29333333,31.53463697,0,None
406,524,598,9,6.464569,37.41333333,31.62083123,0,None
407,525,599,9,7.5754375,37.53333333,31.72183706,0,None
408,526,600,9,6.293898,37.65333333,31.8057557,0,None
409,527,601,9,5.3546777,37.77333333,31.8771514,0,None
410,528,602,9,6.0107822,37.89333333,31.95729517,0,None
411,529,603,8,6.8014793,38,32.04798156,1,567
412,530,604,9,8.0626,38.12,32.15548289,0,None
413,531,605,9,6.8827925,38.24,32.24725346,0,None
414,532,606,9,6.6897326,38.36,32.33644989,0,None
415,533,607,9,7.6377487,38.48,32.43828654,0,None
416,534,608,9,8.163703,38.6,32.54713592,0,None
417,535,609,9,7.4211926,38.72,32.64608515,0,None
418,536,610,9,6.2389874,38.84,32.72927165,0,None
419,537,611,9,5.480495,38.96,32.80234492,0,None
420,538,612,9,7.253781,39.08,32.899062,0,None
421,539,613,9,8.948182,39.2,33.01837109,1,577
422,540,614,9,8.927715,39.32,33.13740729,0,None
423,541,615,9,7.5954833,39.44,33.2386804,0,None
424,542,616,9,6.41983,39.56,33.32427814,0,None
425,543,617,9,8.258738,39.68,33.43439464,0,None
426,544,618,9,9.192776,39.8,33.55696498,0,None
427,545,619,9,8.096958,39.92,33.66492442,0,None
428,546,620,8,7.189652,40.02666667,33.76078645,0,None
429,547,621,9,6.1827183,40.14666667,33.84322269,0,None
430,548,622,9,7.375086,40.26666667,33.94155717,0,None
431,549,623,9,9.699293,40.38666667,34.07088108,1,587
432,550,624,9,9.030968,40.50666667,34.19129398,0,None
433,551,625,9,9.2517395,40.62666667,34.31465051,0,None
434,552,626,9,8.659181,40.74666667,34.43010625,0,None
435,553,627,9,8.669164,40.86666667,34.5456951,0,None
436,554,628,9,9.391748,40.98666667,34.67091841,0,None
437,555,629,9,8.0695715,41.10666667,34.7785127,0,None
438,556,630,9,8.4879675,41.22666667,34.8916856,0,None
439,557,631,9,8.178338,41.34666667,35.00073011,1,595
440,558,632,9,7.143608,41.46666667,35.09597821,0,None
441,559,633,9,8.919809,41.58666667,35.214909,0,None
442,560,634,9,8.558999,41.70666667,35.32902899,0,None
443,561,635,9,9.091538,41.82666667,35.4502495,0,None
444,562,636,9,7.218472,41.94666667,35.5464958,0,None
445,563,637,8,5.065593,42.05333333,35.61403703,0,None
446,564,638,9,6.987488,42.17333333,35.70720354,0,None
447,565,639,9,6.3838263,42.29333333,35.79232122,0,None
448,566,640,9,8.308039,42.41333333,35.90309507,0,None
449,567,641,9,6.5366545,42.53333333,35.99025046,0,None
450,568,642,9,6.968236,42.65333333,36.08316028,1,606
451,569,643,9,8.741795,42.77333333,36.19971754,0,None
452,570,644,9,6.9120054,42.89333333,36.29187761,0,None
453,571,645,9,6.6618075,43.01333333,36.38070171,0,None
454,572,646,9,6.4898133,43.13333333,36.46723256,0,None
455,573,647,9,6.355536,43.25333333,36.55197304,0,None
456,574,648,9,7.4947457,43.37333333,36.65190298,0,None
457,575,649,9,6.909211,43.49333333,36.74402579,0,None
458,576,650,9,7.5317354,43.61333333,36.84444893,0,None
459,577,651,9,7.1114736,43.73333333,36.93926858,0,None
460,578,652,9,7.1129084,43.85333333,37.03410736,1,616
461,579,653,9,7.186788,43.97333333,37.1299312,0,None
462,580,654,9,6.0638733,44.09333333,37.21078284,0,None
463,581,655,9,5.718804,44.21333333,37.28703356,0,None
464,582,656,9,5.9447966,44.33333333,37.36629752,0,None
465,583,657,9,6.1626754,44.45333333,37.44846652,0,None
466,584,658,9,8.053539,44.57333333,37.55584704,0,None
467,585,659,9,9.000771,44.69333333,37.67585732,0,None
468,586,660,9,8.186946,44.81333333,37.7850166,0,None
469,587,661,9,7.5661077,44.93333333,37.88589803,0,None
470,588,662,9,7.0555887,45.05333333,37.97997255,0,None
471,589,663,9,6.4287925,45.17333333,38.06568978,1,627
472,590,664,9,8.401526,45.29333333,38.17771014,0,None
473,591,665,9,7.526494,45.41333333,38.27806339,0,None
474,592,666,9,7.948979,45.53333333,38.38404978,0,None
475,593,667,9,7.729974,45.65333333,38.48711609,0,None
476,594,668,9,8.08215,45.77333333,38.5948781,0,None
477,595,669,9,8.278144,45.89333333,38.70525335,0,None
478,596,670,9,8.506503,46.01333333,38.81867339,0,None
479,597,671,8,6.028861,46.12,38.89905821,0,None
