Window #,Window start index,Window stop index,GT steps in window,Predicted steps in window,GT running step sum,Predicted running step sum,Difference,Index output
54,158,232,6,4.6427383,2.173333333,4.460709813,0,None
55,159,233,6,4.60048,2.253333333,4.522049548,0,None
56,160,234,6,4.5551558,2.333333333,4.582784958,0,None
57,161,235,6,4.574227,2.413333333,4.643774649,0,None
58,162,236,6,4.6351776,2.493333333,4.705577017,0,None
59,163,237,7,4.596043,2.586666667,4.766857592,0,None
60,164,238,7,4.5667157,2.68,4.827747135,0,None
61,165,239,7,4.5043206,2.773333333,4.887804743,0,None
62,166,240,7,4.511978,2.866666667,4.947964452,0,None
63,167,241,7,4.5748763,2.96,5.008962803,1,205
64,168,242,7,4.486152,3.053333333,5.068778165,0,None
65,169,243,7,4.4864073,3.146666667,5.128596929,0,None
66,170,244,7,4.473669,3.24,5.18824585,0,None
67,171,245,7,4.4900355,3.333333333,5.24811299,0,None
68,172,246,8,4.5021396,3.44,5.308141518,0,None
69,173,247,8,4.4390817,3.546666667,5.367329273,0,None
70,174,248,8,4.434846,3.653333333,5.426460552,0,None
71,175,249,8,4.4628053,3.76,5.485964622,0,None
72,176,250,8,4.47294,3.866666667,5.545603822,0,None
73,177,251,8,4.4407725,3.973333333,5.604814123,0,None
74,178,252,8,4.435375,4.08,5.663952459,0,None
75,179,253,8,4.484069,4.186666667,5.723740044,0,None
76,180,254,7,4.479409,4.28,5.7834655,0,None
77,181,255,7,4.532962,4.373333333,5.843904991,0,None
78,182,256,7,4.489109,4.466666667,5.903759778,0,None
79,183,257,7,4.5045557,4.56,5.963820521,0,None
80,184,258,7,4.5964737,4.653333333,6.025106837,1,222
81,185,259,7,4.5754223,4.746666667,6.086112467,0,None
82,186,260,7,4.589183,4.84,6.147301572,0,None
83,187,261,7,4.5204735,4.933333333,6.207574552,0,None
84,188,262,7,4.5267954,5.026666667,6.267931824,0,None
85,189,263,7,4.5990105,5.12,6.329251963,0,None
86,190,264,8,4.596544,5.226666667,6.390539214,0,None
87,191,265,8,4.605715,5.333333333,6.451948744,0,None
88,192,266,8,4.5528336,5.44,6.512653192,0,None
89,193,267,7,4.5798244,5.533333333,6.573717518,0,None
90,194,268,7,4.59063,5.626666667,6.634925919,0,None
91,195,269,7,4.5593557,5.72,6.695717328,0,None
92,196,270,7,4.608348,5.813333333,6.757161967,0,None
93,197,271,7,4.5519357,5.906666667,6.817854443,0,None
94,198,272,7,4.5805492,6,6.878928432,0,None
95,199,273,8,4.5717316,6.106666667,6.939884853,0,None
96,200,274,8,4.5395355,6.213333333,7.000411994,1,238
97,201,275,8,4.545926,6.32,7.061024342,0,None
98,202,276,8,4.5337853,6.426666667,7.121474813,0,None
99,203,277,8,4.531993,6.533333333,7.181901385,0,None
100,204,278,8,4.506562,6.64,7.241988881,0,None
101,205,279,7,4.5075765,6.733333333,7.302089901,0,None
102,206,280,7,4.5208187,6.826666667,7.362367484,0,None
103,207,281,8,4.4746413,6.933333333,7.422029368,0,None
104,208,282,8,4.5102434,7.04,7.482165947,0,None
105,209,283,8,4.4559937,7.146666667,7.541579196,0,None
106,210,284,8,4.496094,7.253333333,7.601527119,0,None
107,211,285,8,4.4957447,7.36,7.661470381,0,None
108,212,286,7,4.476884,7.453333333,7.721162167,0,None
109,213,287,7,4.5680046,7.546666667,7.782068895,0,None
110,214,288,7,4.517659,7.64,7.842304351,0,None
111,215,289,8,4.505406,7.746666667,7.902376429,0,None
112,216,290,8,4.52053,7.853333333,7.962650166,0,None
113,217,291,8,4.541417,7.96,8.023202394,1,255
114,218,292,8,4.5703225,8.066666667,8.084140027,0,None
115,219,293,8,4.5577536,8.173333333,8.144910075,0,None
116,220,294,8,4.552922,8.28,8.205615698,0,None
117,221,295,7,4.5088987,8.373333333,8.265734348,0,None
118,222,296,7,4.5525236,8.466666667,8.326434663,0,None
119,223,297,8,4.5516925,8.573333333,8.387123896,0,None
120,224,298,8,4.531252,8.68,8.447540588,0,None
121,225,299,8,4.5485926,8.786666667,8.508188489,0,None
122,226,300,8,4.5140014,8.893333333,8.568375174,0,None
123,227,301,8,4.574326,9,8.629366188,0,None
124,228,302,8,4.5697823,9.106666667,8.690296618,0,None
125,229,303,8,4.5322485,9.213333333,8.750726598,0,None
126,230,304,7,4.506543,9.306666667,8.81081384,0,None
127,231,305,8,4.6146545,9.413333333,8.872342567,0,None
128,232,306,8,4.6310997,9.52,8.934090563,0,None
129,233,307,8,4.6091685,9.626666667,8.995546144,0,None
130,234,308,8,4.6849647,9.733333333,9.058012339,1,272
131,235,309,8,4.657892,9.84,9.120117569,0,None
132,236,310,8,4.6297092,9.946666667,9.181847026,0,None
133,237,311,8,4.653391,10.05333333,9.243892237,0,None
134,238,312,7,4.4665594,10.14666667,9.303446363,0,None
135,239,313,7,4.5484915,10.24,9.364092916,0,None
136,240,314,8,4.5605564,10.34666667,9.424900335,0,None
137,241,315,8,4.536193,10.45333333,9.485382907,0,None
138,242,316,8,4.530392,10.56,9.545788136,0,None
139,243,317,8,4.4103127,10.66666667,9.604592304,0,None
140,244,318,8,4.4719687,10.77333333,9.664218553,0,None
141,245,319,8,4.4947886,10.88,9.724149068,0,None
142,246,320,8,4.508525,10.98666667,9.784262733,0,None
143,247,321,7,4.482724,11.08,9.844032389,0,None
144,248,322,8,4.4189405,11.18666667,9.902951597,0,None
145,249,323,8,4.47342,11.29333333,9.962597198,0,None
146,250,324,8,4.4763002,11.4,10.0222812,1,288
147,251,325,8,4.4811783,11.50666667,10.08203025,0,None
148,252,326,8,4.4625263,11.61333333,10.1415306,0,None
149,253,327,8,4.3757763,11.72,10.19987428,0,None
150,254,328,8,4.4317408,11.82666667,10.25896416,0,None
151,255,329,8,4.45618,11.93333333,10.31837989,0,None
152,256,330,8,4.363599,12.04,10.37656121,0,None
153,257,331,8,4.3740187,12.14666667,10.43488146,0,None
154,258,332,8,4.318281,12.25333333,10.49245854,0,None
155,259,333,9,4.296479,12.37333333,10.54974493,0,None
156,260,334,9,4.343624,12.49333333,10.60765992,0,None
157,261,335,9,4.327158,12.61333333,10.66535536,0,None
158,262,336,9,4.323803,12.73333333,10.72300606,0,None
159,263,337,9,4.3947263,12.85333333,10.78160241,0,None
160,264,338,9,4.3559155,12.97333333,10.83968129,0,None
161,265,339,9,4.3601885,13.09333333,10.89781713,0,None
162,266,340,9,4.38709,13.21333333,10.95631167,0,None
163,267,341,9,4.398724,13.33333333,11.01496133,1,305
164,268,342,9,4.394152,13.45333333,11.07355002,0,None
165,269,343,9,4.401308,13.57333333,11.13223413,0,None
166,270,344,9,4.4158573,13.69333333,11.19111223,0,None
167,271,345,9,4.3899174,13.81333333,11.24964446,0,None
168,272,346,9,4.3775387,13.93333333,11.30801164,0,None
169,273,347,9,4.3673697,14.05333333,11.36624324,0,None
170,274,348,8,4.365469,14.16,11.42444949,0,None
171,275,349,8,4.4249125,14.26666667,11.48344832,0,None
172,276,350,8,4.399846,14.37333333,11.54211294,0,None
173,277,351,8,4.4129515,14.48,11.60095229,0,None
174,278,352,8,4.380933,14.58666667,11.65936473,0,None
175,279,353,8,4.3499794,14.69333333,11.71736445,0,None
176,280,354,8,4.368518,14.8,11.77561136,0,None
177,281,355,8,4.3912926,14.90666667,11.83416192,0,None
178,282,356,7,4.379363,15,11.89255343,0,None
179,283,357,7,4.4330444,15.09333333,11.95166069,0,None
180,284,358,7,4.4392343,15.18666667,12.01085048,1,322
181,285,359,7,4.444271,15.28,12.07010743,0,None
182,286,360,7,4.4512825,15.37333333,12.12945786,0,None
183,287,361,7,4.432188,15.46666667,12.1885537,0,None
184,288,362,7,4.37514,15.56,12.2468889,0,None
185,289,363,7,4.3513336,15.65333333,12.30490669,0,None
186,290,364,6,4.355553,15.73333333,12.36298073,0,None
187,291,365,6,4.3688173,15.81333333,12.42123163,0,None
188,292,366,6,4.3604727,15.89333333,12.47937126,0,None
189,293,367,6,4.4046717,15.97333333,12.53810022,0,None
190,294,368,6,4.426675,16.05333333,12.59712255,0,None
191,295,369,6,4.4944086,16.13333333,12.657048,0,None
192,296,370,6,4.5614285,16.21333333,12.71786704,0,None
193,297,371,6,4.519524,16.29333333,12.77812737,0,None
194,298,372,5,4.4197965,16.36,12.83705798,0,None
195,299,373,5,4.391099,16.42666667,12.89560597,0,None
196,300,374,5,4.457672,16.49333333,12.9550416,0,None
197,301,375,5,4.485217,16.56,13.01484449,1,339
198,302,376,5,4.4111333,16.62666667,13.0736596,0,None
199,303,377,5,4.3724403,16.69333333,13.13195881,0,None
200,304,378,5,4.3818755,16.76,13.19038382,0,None
201,305,379,5,4.4583225,16.82666667,13.24982812,0,None
202,306,380,4,4.5154104,16.88,13.31003359,0,None
203,307,381,4,4.4908137,16.93333333,13.3699111,0,None
204,308,382,4,4.42786,16.98666667,13.42894924,0,None
205,309,383,4,4.4257956,17.04,13.48795984,0,None
206,310,384,4,4.4175634,17.09333333,13.54686069,0,None
207,311,385,4,4.4421716,17.14666667,13.60608964,0,None
208,312,386,4,4.421866,17.2,13.66504786,0,None
209,313,387,4,4.9219694,17.25333333,13.73067411,0,None
210,314,388,4,4.4065895,17.30666667,13.78942864,0,None
211,315,389,3,4.416061,17.34666667,13.84830945,0,None
212,316,390,3,4.4694395,17.38666667,13.90790198,0,None
213,317,391,3,4.479108,17.42666667,13.96762342,0,None
214,318,392,3,4.7744966,17.46666667,14.03128337,1,356
215,319,393,3,4.4737396,17.50666667,14.09093323,0,None
216,320,394,3,4.450963,17.54666667,14.15027941,0,None
217,321,395,3,4.3567276,17.58666667,14.20836911,0,None
218,322,396,3,4.408103,17.62666667,14.26714382,0,None
219,323,397,2,4.7435207,17.65333333,14.33039076,0,None
220,324,398,2,4.4235516,17.68,14.38937145,0,None
221,325,399,2,4.372671,17.70666667,14.44767373,0,None
222,326,400,2,4.313651,17.73333333,14.50518908,0,None
223,327,401,2,4.393949,17.76,14.56377506,0,None
224,328,402,2,4.930142,17.78666667,14.62951029,0,None
225,329,403,2,4.8580866,17.81333333,14.69428478,0,None
226,330,404,2,4.8372793,17.84,14.75878183,0,None
227,331,405,2,4.503377,17.86666667,14.81882686,0,None
228,332,406,2,4.3653297,17.89333333,14.87703126,0,None
229,333,407,2,4.551548,17.92,14.93771856,0,None
230,334,408,1,5.004701,17.93333333,15.00444791,1,372
231,335,409,1,5.1287,17.94666667,15.07283058,0,None
232,336,410,1,4.938846,17.96,15.13868186,0,None
233,337,411,1,4.7150383,17.97333333,15.20154903,0,None
234,338,412,1,4.8439226,17.98666667,15.26613467,0,None
235,339,413,1,5.3057923,18,15.33687857,0,None
236,340,414,0,5.2320848,18,15.4066397,0,None
237,341,415,0,5.2523828,18,15.47667147,0,None
238,342,416,0,5.07101,18,15.54428493,0,None
239,343,417,0,4.7349396,18,15.60741746,0,None
240,344,418,0,5.0174894,18,15.67431732,0,None
241,345,419,0,5.120944,18,15.74259658,0,None
242,346,420,0,5.332953,18,15.81370262,0,None
243,347,421,0,5.663657,18,15.88921804,0,None
244,348,422,0,5.482589,18,15.96231923,0,None
245,349,423,0,5.216042,18,16.03186646,1,387
246,350,424,0,5.034858,18,16.0989979,0,None
247,351,425,0,5.352969,18,16.17037082,0,None
248,352,426,0,5.62777,18,16.24540775,0,None
249,353,427,0,5.118635,18,16.31365622,0,None
250,354,428,0,5.481329,18,16.38674061,0,None
251,355,429,0,5.643146,18,16.46198256,0,None
252,356,430,0,5.5950313,18,16.53658297,0,None
253,357,431,0,5.0112805,18,16.60340005,0,None
254,358,432,0,4.894982,18,16.66866647,0,None
255,359,433,0,5.169604,18,16.73759452,0,None
256,360,434,0,5.303009,18,16.80830131,0,None
257,361,435,0,4.5131984,18,16.86847729,0,None
258,362,436,0,4.2166605,18,16.92469943,0,None
259,363,437,0,4.673896,18,16.98701804,0,None
260,364,438,0,5.606372,18,17.06176966,1,402
261,365,439,0,5.725979,18,17.13811605,0,None
262,366,440,0,4.855417,18,17.20285494,0,None
263,367,441,0,4.24006,18,17.25938907,0,None
264,368,442,0,4.8940973,18,17.3246437,0,None
265,369,443,0,5.5632477,18,17.39882034,0,None
266,370,444,0,5.792833,18,17.47605811,0,None
267,371,445,0,5.4950724,18,17.54932574,0,None
268,372,446,0,4.6983504,18,17.61197041,0,None
269,373,447,0,4.511077,18,17.6721181,0,None
270,374,448,0,4.6009917,18,17.73346466,0,None
271,375,449,0,4.608862,18,17.79491615,0,None
272,376,450,0,4.166069,18,17.85046374,0,None
273,377,451,0,3.864509,18,17.90199053,0,None
274,378,452,0,3.9116192,18,17.95414545,0,None
275,379,453,0,3.8830445,18,18.00591938,1,417
276,380,454,0,4.4023647,18,18.06461757,0,None
277,381,455,0,4.5027122,18,18.12465374,0,None
278,382,456,0,4.27351,18,18.18163387,0,None
279,383,457,0,4.1935396,18,18.23754773,0,None
280,384,458,0,4.139889,18,18.29274625,0,None
281,385,459,0,4.327768,18,18.35044982,0,None
282,386,460,0,4.0361433,18,18.40426506,0,None
283,387,461,0,4.4736085,18,18.46391318,0,None
284,388,462,0,4.24428,18,18.52050358,0,None
285,389,463,0,4.0014963,18,18.57385686,0,None
286,390,464,0,4.4988394,18,18.63384138,0,None
287,391,465,0,4.1504517,18,18.68918074,0,None
288,392,466,0,4.61719,18,18.75074327,0,None
289,393,467,0,4.664711,18,18.81293942,0,None
290,394,468,0,4.8043957,18,18.87699803,0,None
291,395,469,0,4.745891,18,18.94027658,0,None
292,396,470,0,5.251165,18,19.01029211,1,434
293,397,471,0,5.3498106,18,19.08162292,0,None
294,398,472,0,5.2638063,18,19.151807,0,None
295,399,473,0,5.402224,18,19.22383665,0,None
296,400,474,0,4.663323,18,19.28601429,0,None
297,401,475,0,5.304949,18,19.35674694,0,None
298,402,476,0,4.690724,18,19.41928993,0,None
299,403,477,0,4.522293,18,19.47958717,0,None
300,404,478,0,4.2939386,18,19.53683969,0,None
301,405,479,0,4.582556,18,19.59794043,0,None
302,406,480,0,5.135732,18,19.66641686,0,None
303,407,481,0,5.39202,18,19.73831046,0,None
304,408,482,0,4.533148,18,19.79875243,0,None
305,409,483,0,3.8345375,18,19.8498796,0,None
306,410,484,0,4.1288576,18,19.90493103,0,None
307,411,485,0,4.630818,18,19.96667527,0,None
308,412,486,0,5.0747166,18,20.03433816,1,450
309,413,487,0,5.205609,18,20.10374628,0,None
310,414,488,0,5.3027387,18,20.17444946,0,None
311,415,489,0,5.619912,18,20.24938162,0,None
312,416,490,0,5.3991303,18,20.32137003,0,None
313,417,491,0,5.010209,18,20.38817281,0,None
314,418,492,0,5.012279,18,20.4550032,0,None
315,419,493,0,4.675947,18,20.51734916,0,None
316,420,494,0,5.09193,18,20.58524156,0,None
317,421,495,0,5.169764,18,20.65417175,0,None
318,422,496,0,5.485371,18,20.72731003,0,None
319,423,497,0,5.7532387,18,20.80401988,0,None
320,424,498,0,5.3655095,18,20.87556001,0,None
321,425,499,0,5.5009003,18,20.94890534,0,None
322,426,500,0,5.1747274,18,21.01790171,1,464
323,427,501,0,5.2451577,18,21.08783715,0,None
324,428,502,0,5.4294825,18,21.16023025,0,None
325,429,503,0,5.532021,18,21.23399053,0,None
326,430,504,0,5.961367,18,21.31347542,0,None
327,431,505,0,5.569013,18,21.38772893,0,None
328,432,506,0,5.4906855,18,21.46093807,0,None
329,433,507,0,5.2498317,18,21.53093582,0,None
330,434,508,0,5.2680807,18,21.6011769,0,None
331,435,509,0,4.7979465,18,21.66514952,0,None
332,436,510,0,4.9977074,18,21.73178562,0,None
333,437,511,0,5.1246967,18,21.80011491,0,None
334,438,512,0,5.328578,18,21.87116261,0,None
335,439,513,0,5.56145,18,21.94531528,0,None
336,440,514,0,5.717514,18,22.0215488,1,478
337,441,515,0,5.5736136,18,22.09586365,0,None
338,442,516,0,5.489543,18,22.16905756,0,None
339,443,517,0,5.3989983,18,22.2410442,0,None
340,444,518,0,5.6070557,18,22.31580494,0,None
341,445,519,0,5.6000175,18,22.39047184,0,None
342,446,520,0,5.5102825,18,22.46394228,0,None
343,447,521,0,5.3096,18,22.53473694,0,None
344,448,522,0,5.514945,18,22.60826954,0,None
345,449,523,0,5.2727933,18,22.67857345,0,None
346,450,524,0,5.1657953,18,22.74745072,0,None
347,451,525,0,5.0348125,18,22.81458156,0,None
348,452,526,0,4.6838818,18,22.87703331,0,None
349,453,527,0,4.972099,18,22.94332796,0,None
350,454,528,0,5.0356297,18,23.01046969,1,492
351,455,529,0,5.2641864,18,23.08065885,0,None
352,456,530,0,5.1986637,18,23.14997436,0,None
353,457,531,0,5.0297823,18,23.21703813,0,None
354,458,532,0,5.2715697,18,23.28732572,0,None
355,459,533,0,5.191502,18,23.35654575,0,None
356,460,534,0,5.192377,18,23.42577744,0,None
357,461,535,0,5.1256742,18,23.49411977,0,None
358,462,536,0,4.9936666,18,23.56070199,0,None
359,463,537,0,5.1708326,18,23.62964643,0,None
360,464,538,0,5.06082,18,23.69712403,0,None
361,465,539,0,5.0124855,18,23.76395717,0,None
362,466,540,0,4.592611,18,23.82519198,0,None
363,467,541,0,4.5532703,18,23.88590225,0,None
364,468,542,0,4.6188993,18,23.94748757,0,None
365,469,543,0,4.3814726,18,24.00590721,1,507
366,470,544,0,4.209173,18,24.06202952,0,None
367,471,545,0,3.9442055,18,24.11461892,0,None
368,472,546,0,4.064219,18,24.16880851,0,None
369,473,547,0,4.139732,18,24.22400494,0,None
370,474,548,0,4.100995,18,24.27868487,0,None
371,475,549,0,3.9499474,18,24.33135084,0,None
372,476,550,0,3.9114215,18,24.38350312,0,None
373,477,551,0,3.9207904,18,24.43578033,0,None
374,478,552,0,3.822888,18,24.48675217,0,None
375,479,553,0,3.8779216,18,24.53845779,0,None
376,480,554,0,3.9383955,18,24.59096973,0,None
377,481,555,0,3.9460413,18,24.64358361,0,None
378,482,556,0,3.9527,18,24.69628628,0,None
379,483,557,0,3.889513,18,24.74814645,0,None
380,484,558,0,3.8833222,18,24.79992408,0,None
381,485,559,0,3.8974912,18,24.85189063,0,None
382,486,560,0,3.8919725,18,24.9037836,0,None
383,487,561,0,3.9443052,18,24.95637433,0,None
384,488,562,0,3.9781175,18,25.0094159,1,526
385,489,563,0,3.9990413,18,25.06273645,0,None
386,490,564,0,4.026275,18,25.11642012,0,None
387,491,565,0,4.2181787,18,25.1726625,0,None
388,492,566,0,4.213505,18,25.22884257,0,None
389,493,567,0,4.078409,18,25.28322136,0,None
390,494,568,0,4.1588984,18,25.33867333,0,None
391,495,569,0,4.323764,18,25.39632352,0,None
392,496,570,0,4.3883724,18,25.45483515,0,None
393,497,571,0,4.390383,18,25.51337359,0,None
394,498,572,0,4.3971334,18,25.57200203,0,None
395,499,573,0,4.3763967,18,25.63035399,0,None
396,500,574,0,4.4047394,18,25.68908385,0,None
397,501,575,0,4.4176636,18,25.74798603,0,None
398,502,576,0,4.4310017,18,25.80706605,0,None
399,503,577,0,4.4338408,18,25.86618393,0,None
400,504,578,0,4.4419017,18,25.92540928,0,None
401,505,579,0,4.44337,18,25.98465421,0,None
402,506,580,0,4.4484653,18,26.04396708,1,544
403,507,581,0,4.451447,18,26.10331971,0,None
404,508,582,0,4.4579372,18,26.16275887,0,None
405,509,583,0,4.4577017,18,26.2221949,0,None
406,510,584,0,4.4602976,18,26.28166553,0,None
407,511,585,0,4.456764,18,26.34108905,0,None
408,512,586,0,4.459436,18,26.4005482,0,None
409,513,587,0,4.4545693,18,26.45994246,0,None
410,514,588,0,4.4538975,18,26.51932776,0,None
411,515,589,0,4.4533215,18,26.57870538,0,None
412,516,590,0,4.456228,18,26.63812175,0,None
413,517,591,0,4.4488115,18,26.69743924,0,None
414,518,592,0,4.4528,18,26.7568099,0,None
415,519,593,0,4.453709,18,26.81619269,0,None
416,520,594,0,4.451969,18,26.87555228,0,None
417,521,595,0,4.4525275,18,26.93491931,0,None
418,522,596,0,4.4639115,18,26.99443813,0,None
419,523,597,0,4.4629674,18,27.05394436,1,561
420,524,598,0,4.468916,18,27.11352991,0,None
421,525,599,0,4.4699697,18,27.1731295,0,None
422,526,600,0,4.47027,18,27.23273311,0,None
423,527,601,0,4.4614983,18,27.29221975,0,None
424,528,602,0,4.46283,18,27.35172415,0,None
425,529,603,0,4.4541826,18,27.41111325,0,None
426,530,604,0,4.4529476,18,27.47048589,0,None
427,531,605,0,4.449759,18,27.52981601,0,None
428,532,606,0,4.451689,18,27.58917186,0,None
429,533,607,0,4.44859,18,27.64848639,0,None
430,534,608,0,4.4535055,18,27.70786646,0,None
431,535,609,0,4.45092,18,27.76721206,0,None
432,536,610,0,4.4525876,18,27.8265799,0,None
433,537,611,0,4.4533815,18,27.88595832,0,None
434,538,612,0,4.459851,18,27.945423,0,None
435,539,613,0,4.460864,18,28.00490118,1,577
436,540,614,0,4.465726,18,28.0644442,0,None
437,541,615,0,4.4673176,18,28.12400843,0,None
438,542,616,0,4.469922,18,28.18360739,0,None
439,543,617,0,4.4677396,18,28.24317725,0,None
440,544,618,0,4.465869,18,28.30272217,0,None
441,545,619,0,4.464473,18,28.36224847,0,None
442,546,620,0,4.463872,18,28.42176677,0,None
443,547,621,0,4.4599185,18,28.48123235,0,None
444,548,622,0,4.4580107,18,28.54067249,0,None
445,549,623,0,4.4581804,18,28.6001149,0,None
446,550,624,0,4.4572725,18,28.6595452,0,None
447,551,625,0,4.458043,18,28.71898577,0,None
448,552,626,0,4.4634027,18,28.77849781,0,None
449,553,627,0,4.467787,18,28.8380683,0,None
450,554,628,0,4.470831,18,28.89767938,0,None
451,555,629,0,4.473174,18,28.9573217,0,None
452,556,630,0,4.475025,18,29.0169887,1,594
453,557,631,0,4.474373,18,29.07664701,0,None
454,558,632,0,4.4693785,18,29.13623872,0,None
455,559,633,0,4.4665775,18,29.19579309,0,None
456,560,634,0,4.4632187,18,29.25530267,0,None
457,561,635,0,4.459678,18,29.31476504,0,None
458,562,636,0,4.4585223,18,29.37421201,0,None
459,563,637,0,4.4583654,18,29.43365688,0,None
460,564,638,0,4.4567223,18,29.49307984,0,None
461,565,639,0,4.456353,18,29.55249789,0,None
462,566,640,0,4.456444,18,29.61191714,0,None
463,567,641,0,4.456815,18,29.67134133,0,None
464,568,642,0,4.453146,18,29.73071661,0,None
465,569,643,0,4.457766,18,29.79015349,0,None
466,570,644,0,4.4562187,18,29.84956974,0,None
467,571,645,0,4.459056,18,29.90902382,0,None
468,572,646,0,4.458849,18,29.96847514,0,None
469,573,647,0,4.4668827,18,30.02803358,1,611
470,574,648,0,4.463678,18,30.08754928,0,None
471,575,649,0,4.465006,18,30.14708269,0,None
472,576,650,0,4.4607725,18,30.20655966,0,None
473,577,651,0,4.4578633,18,30.26599784,0,None
474,578,652,0,4.449728,18,30.32532755,0,None
475,579,653,0,4.453925,18,30.38471321,0,None
476,580,654,0,4.452698,18,30.44408252,0,None
477,581,655,0,4.4597898,18,30.50354639,0,None
478,582,656,0,4.462264,18,30.56304324,0,None
479,583,657,0,4.475048,18,30.62271055,0,None
480,584,658,0,4.4732494,18,30.68235387,0,None
481,585,659,0,4.4817348,18,30.74211034,0,None
482,586,660,0,4.4788046,18,30.80182773,0,None
483,587,661,0,4.476271,18,30.86151135,0,None
484,588,662,0,4.467832,18,30.92108244,0,None
485,589,663,0,4.470252,18,30.9806858,0,None
486,590,664,0,4.4641695,18,31.04020806,1,628
487,591,665,0,4.466969,18,31.09976765,0,None
488,592,666,0,4.4687953,18,31.15935159,0,None
489,593,667,0,4.4797125,18,31.21908109,0,None
490,594,668,0,4.4747815,18,31.27874484,0,None
491,595,669,0,4.4781814,18,31.33845393,0,None
492,596,670,0,4.476243,18,31.39813717,0,None
493,597,671,0,4.4750795,18,31.45780489,0,None
494,598,672,0,4.4643087,18,31.51732901,0,None
495,599,673,0,4.466689,18,31.57688486,0,None
496,600,674,0,4.468402,18,31.63646356,0,None
497,601,675,0,4.471254,18,31.69608027,0,None
498,602,676,0,4.471068,18,31.75569451,0,None
499,603,677,0,4.4804106,18,31.81543332,0,None
500,604,678,0,4.4734964,18,31.87507994,0,None
501,605,679,0,4.4710355,18,31.93469375,0,None
502,606,680,0,4.4654083,18,31.99423252,0,None
503,607,681,0,4.4653797,18,32.05377092,1,645
504,608,682,0,4.4562106,18,32.11318706,0,None
505,609,683,0,4.4606895,18,32.17266292,0,None
506,610,684,0,4.4584675,18,32.23210916,0,None
507,611,685,0,4.4655066,18,32.29164924,0,None
508,612,686,0,4.466347,18,32.35120054,0,None
509,613,687,0,4.4737964,18,32.41085116,0,None
510,614,688,0,4.4687223,18,32.47043412,0,None
511,615,689,0,4.4728246,18,32.53007178,0,None
