Window #,Window start index,Window stop index,GT steps in window,Predicted steps in window,GT running step sum,Predicted running step sum,Difference,Index output
73,191,265,6.0,6.0482345,2.760000000000001,6.287995421091715,0,None
74,192,266,6.0,6.035543,2.840000000000001,6.368469327290852,0,None
75,193,267,6.0,6.024129,2.9200000000000013,6.448791046142578,0,None
76,194,268,5.0,6.0121613,2.986666666666668,6.528953196207682,0,None
77,195,269,5.0,6.00606,3.053333333333335,6.609033997853596,0,None
78,196,270,5.0,6.008316,3.120000000000002,6.6891448783874505,0,None
79,197,271,5.0,6.0002937,3.1866666666666688,6.769148794809976,0,None
80,198,272,5.0,6.007898,3.2533333333333356,6.849254099527994,0,None
81,199,273,5.0,5.975177,3.3200000000000025,6.928923123677571,0,None
82,200,274,5.0,5.9972124,3.3866666666666694,7.008885955810546,1,238
83,201,275,5.0,6.0778613,3.4533333333333363,7.089924106597899,0,None
84,202,276,5.0,6.0966496,3.520000000000003,7.171212768554686,0,None
85,203,277,5.0,6.11807,3.58666666666667,7.252787036895751,0,None
86,204,278,6.0,6.0868554,3.66666666666667,7.333945109049478,0,None
87,205,279,6.0,6.0939665,3.74666666666667,7.415197995503743,0,None
88,206,280,6.0,6.135492,3.82666666666667,7.497004553476969,0,None
89,207,281,6.0,6.112482,3.9066666666666703,7.578504314422607,0,None
90,208,282,6.0,6.136797,3.9866666666666704,7.660328273773192,0,None
91,209,283,6.0,6.1083426,4.06666666666667,7.741772842407226,0,None
92,210,284,6.0,6.1466103,4.14666666666667,7.823727645874023,0,None
93,211,285,6.0,6.2228146,4.22666666666667,7.906698506673176,0,None
94,212,286,6.0,6.2687435,4.30666666666667,7.990281753540038,0,None
95,213,287,6.0,6.3475394,4.38666666666667,8.074915612538655,1,251
96,214,288,6.0,6.3832197,4.46666666666667,8.160025208791097,0,None
97,215,289,5.0,6.476933,4.533333333333337,8.246384315490722,0,None
98,216,290,5.0,6.519018,4.600000000000003,8.333304557800293,0,None
99,217,291,5.0,6.499909,4.66666666666667,8.419970010121663,0,None
100,218,292,5.0,6.511641,4.733333333333336,8.506791890462239,0,None
101,219,293,6.0,6.5009794,4.813333333333336,8.59347161610921,0,None
102,220,294,6.0,6.4608974,4.893333333333336,8.679616915384926,0,None
103,221,295,6.0,6.47384,4.973333333333336,8.76593478520711,0,None
104,222,296,6.0,6.5260634,5.053333333333336,8.852948964436846,0,None
105,223,297,6.0,6.6432986,5.133333333333336,8.94152627944946,0,None
106,224,298,6.0,6.7520595,5.2133333333333365,9.031553738911944,1,262
107,225,299,6.0,6.9118547,5.2933333333333366,9.12371180216471,0,None
108,226,300,6.0,7.0615587,5.373333333333337,9.217865918477372,0,None
109,227,301,7.0,7.0487304,5.46666666666667,9.311848990122472,0,None
110,228,302,7.0,6.896352,5.560000000000004,9.403800347646072,0,None
111,229,303,7.0,6.7312403,5.653333333333338,9.493550217946366,0,None
112,230,304,7.0,6.729482,5.7466666666666715,9.583276646931962,0,None
113,231,305,7.0,6.8230367,5.840000000000005,9.67425046920776,0,None
114,232,306,6.0,6.805578,5.920000000000005,9.76499151229858,0,None
115,233,307,6.0,6.713642,6.000000000000005,9.854506740570065,0,None
116,234,308,7.0,6.62628,6.093333333333339,9.942857138315834,0,None
117,235,309,7.0,6.6629725,6.186666666666673,10.031696770985919,1,273
118,236,310,7.0,6.6120534,6.2800000000000065,10.119857482910154,0,None
119,237,311,7.0,6.402008,6.37333333333334,10.20521759033203,0,None
120,238,312,7.0,6.1867843,6.466666666666674,10.287708047231037,0,None
121,239,313,7.0,6.0237255,6.560000000000008,10.368024387359618,0,None
122,240,314,7.0,6.000962,6.653333333333341,10.44803721110026,0,None
123,241,315,6.0,6.027658,6.733333333333341,10.528405984242758,0,None
124,242,316,7.0,5.842044,6.826666666666675,10.606299902598064,0,None
125,243,317,7.0,5.6631694,6.920000000000009,10.681808827718099,0,None
126,244,318,7.0,5.4620285,7.0133333333333425,10.754635874430338,0,None
127,245,319,7.0,5.3356495,7.106666666666676,10.825777867635091,0,None
128,246,320,7.0,5.324806,7.20000000000001,10.896775283813477,0,None
129,247,321,7.0,5.112057,7.293333333333344,10.964936046600343,0,None
130,248,322,6.0,5.0706058,7.373333333333344,11.032544123331707,1,286
131,249,323,6.0,5.138426,7.453333333333344,11.10105646769206,0,None
132,250,324,6.0,5.2737565,7.533333333333344,11.171373221079511,0,None
133,251,325,7.0,5.1866117,7.626666666666678,11.240528043111167,0,None
134,252,326,7.0,4.950448,7.720000000000011,11.306534016927085,0,None
135,253,327,7.0,4.67419,7.813333333333345,11.36885655085246,0,None
136,254,328,7.0,4.434573,7.906666666666679,11.427984193166099,0,None
137,255,329,7.0,4.39654,8.000000000000012,11.486604728698731,0,None
138,256,330,7.0,4.451524,8.093333333333346,11.5459583791097,0,None
139,257,331,7.0,4.4773507,8.18666666666668,11.605656388600668,0,None
140,258,332,7.0,4.55777,8.280000000000014,11.666426652272543,0,None
141,259,333,8.0,4.5636077,8.386666666666681,11.727274754842123,0,None
142,260,334,8.0,4.4547005,8.493333333333348,11.786670761108399,0,None
143,261,335,8.0,4.3238063,8.600000000000016,11.844321511586507,0,None
144,262,336,8.0,4.422774,8.706666666666683,11.903291829427083,0,None
145,263,337,8.0,4.5885515,8.81333333333335,11.964472516377766,0,None
146,264,338,8.0,4.8306146,8.920000000000018,12.028880710601806,1,302
147,265,339,7.0,4.979025,9.013333333333351,12.095267709096271,0,None
148,266,340,7.0,4.9678016,9.106666666666685,12.161505063374836,0,None
149,267,341,8.0,4.949816,9.213333333333352,12.227502613067626,0,None
150,268,342,8.0,4.920396,9.32000000000002,12.293107891082762,0,None
151,269,343,8.0,4.745725,9.426666666666687,12.356384226481119,0,None
152,270,344,8.0,4.4520664,9.533333333333355,12.415745112101236,0,None
153,271,345,8.0,4.1793423,9.640000000000022,12.471469675699868,0,None
154,272,346,8.0,4.478642,9.74666666666669,12.53118490219116,0,None
155,273,347,8.0,4.650749,9.853333333333357,12.593194891611734,0,None
156,274,348,8.0,4.830825,9.960000000000024,12.657605889638264,0,None
157,275,349,9.0,4.9051676,10.080000000000023,12.723008124033608,0,None
158,276,350,9.0,4.7509384,10.200000000000022,12.786353969573973,0,None
159,277,351,9.0,4.658474,10.320000000000022,12.848466955820719,0,None
160,278,352,9.0,4.416586,10.44000000000002,12.907354768117267,0,None
161,279,353,8.0,4.0193515,10.546666666666688,12.96094612121582,0,None
162,280,354,8.0,3.7296777,10.653333333333356,13.010675156911214,1,318
163,281,355,8.0,3.7966313,10.760000000000023,13.06129690806071,0,None
164,282,356,8.0,3.540853,10.86666666666669,13.108508281707763,0,None
165,283,357,9.0,3.3418097,10.98666666666669,13.153065745035807,0,None
166,284,358,9.0,3.5363226,11.106666666666689,13.20021671295166,0,None
167,285,359,9.0,3.5771933,11.226666666666688,13.247912623087565,0,None
168,286,360,9.0,3.8355703,11.346666666666687,13.299053560892741,0,None
169,287,361,9.0,3.513597,11.466666666666686,13.345901521046956,0,None
170,288,362,9.0,3.3347878,11.586666666666686,13.390365358988443,0,None
171,289,363,9.0,3.8078222,11.706666666666685,13.441136322021483,0,None
172,290,364,9.0,3.9350395,11.826666666666684,13.493603515624999,0,None
173,291,365,9.0,4.0309844,11.946666666666683,13.54734997431437,0,None
174,292,366,10.0,3.7684364,12.080000000000016,13.597595793406168,0,None
175,293,367,10.0,3.230029,12.213333333333349,13.640662848154703,0,None
176,294,368,9.0,3.357893,12.333333333333348,13.685434754689533,0,None
177,295,369,9.0,3.7666636,12.453333333333347,13.73565693537394,0,None
178,296,370,9.0,4.018496,12.573333333333347,13.789236882527668,0,None
179,297,371,9.0,3.9076424,12.693333333333346,13.841338780721028,0,None
180,298,372,9.0,3.5428243,12.813333333333345,13.888576437632242,0,None
181,299,373,10.0,4.180869,12.946666666666678,13.944321358998616,0,None
182,300,374,10.0,4.6345153,13.08000000000001,14.00611489613851,1,338
183,301,375,10.0,4.6844287,13.213333333333344,14.068573945363363,0,None
184,302,376,9.0,4.367418,13.333333333333343,14.126806182861328,0,None
185,303,377,9.0,4.110371,13.453333333333342,14.181611131032309,0,None
186,304,378,9.0,4.3763638,13.573333333333341,14.239962647755942,0,None
187,305,379,9.0,4.7294707,13.69333333333334,14.30302225748698,0,None
188,306,380,9.0,4.6003394,13.81333333333334,14.364360116322835,0,None
189,307,381,9.0,3.7386236,13.933333333333339,14.414208431243896,0,None
190,308,382,10.0,3.0506668,14.066666666666672,14.454883988698324,0,None
191,309,383,9.0,4.1260877,14.186666666666671,14.509898490905762,0,None
192,310,384,9.0,4.9179153,14.30666666666667,14.575470695495605,0,None
193,311,385,9.0,5.0924387,14.42666666666667,14.643369878133138,0,None
194,312,386,9.0,4.773815,14.546666666666669,14.707020746866862,0,None
195,313,387,9.0,4.3277183,14.666666666666668,14.764723656972249,0,None
196,314,388,9.0,4.183095,14.786666666666667,14.820498256683349,0,None
197,315,389,9.0,4.6036005,14.906666666666666,14.881879596710204,0,None
198,316,390,9.0,4.9154406,15.026666666666666,14.9474188041687,0,None
199,317,391,9.0,4.5347133,15.146666666666665,15.007881647745767,1,355
200,318,392,9.0,4.035409,15.266666666666664,15.061687100728353,0,None
201,319,393,9.0,4.2197347,15.386666666666663,15.117950229644775,0,None
202,320,394,9.0,4.341225,15.506666666666662,15.175833231608072,0,None
203,321,395,9.0,4.6349144,15.626666666666662,15.237632090250651,0,None
204,322,396,9.0,4.104255,15.74666666666666,15.29235549290975,0,None
205,323,397,9.0,3.6973338,15.86666666666666,15.341653277079264,0,None
206,324,398,9.0,4.5077333,15.98666666666666,15.401756388346353,0,None
207,325,399,9.0,4.833315,16.10666666666666,15.466200586954752,0,None
208,326,400,8.0,5.3267612,16.213333333333324,15.537224070231119,0,None
209,327,401,8.0,4.8922443,16.31999999999999,15.602453994750975,0,None
210,328,402,9.0,4.108885,16.43999999999999,15.65723912556966,0,None
211,329,403,9.0,4.7486105,16.55999999999999,15.72055393218994,0,None
212,330,404,9.0,5.080495,16.679999999999993,15.78829386393229,0,None
213,331,405,9.0,5.590238,16.799999999999994,15.862830371856688,0,None
214,332,406,9.0,4.8759527,16.919999999999995,15.927843074798583,0,None
215,333,407,9.0,3.7206192,17.039999999999996,15.977451330820719,0,None
216,334,408,8.0,4.150933,17.14666666666666,16.032797101338705,1,372
217,335,409,8.0,4.4801497,17.253333333333327,16.09253243128459,0,None
218,336,410,9.0,5.473012,17.373333333333328,16.165505924224856,0,None
219,337,411,9.0,5.294354,17.49333333333333,16.236097310384118,0,None
220,338,412,9.0,4.6038914,17.61333333333333,16.297482528686526,0,None
221,339,413,9.0,4.6611924,17.73333333333333,16.35963176091512,0,None
222,340,414,9.0,4.8284845,17.85333333333333,16.424011554718017,0,None
223,341,415,9.0,4.871422,17.973333333333333,16.488963845570883,0,None
224,342,416,8.0,4.381279,18.08,16.547380898793538,0,None
225,343,417,8.0,3.8596473,18.186666666666664,16.598842862447103,0,None
226,344,418,8.0,3.5104222,18.29333333333333,16.64564849217733,0,None
227,345,419,9.0,3.7441673,18.41333333333333,16.69557072321574,0,None
228,346,420,9.0,3.960915,18.53333333333333,16.748382924397788,0,None
229,347,421,9.0,4.1592035,18.653333333333332,16.803838971455892,0,None
230,348,422,9.0,4.1891203,18.773333333333333,16.85969390869141,0,None
231,349,423,9.0,3.8214803,18.893333333333334,16.910646979014082,0,None
232,350,424,8.0,4.041348,19.0,16.964531618754073,0,None
233,351,425,8.0,3.8450031,19.106666666666666,17.015798327128095,1,389
234,352,426,8.0,3.9083858,19.21333333333333,17.067910137176515,0,None
235,353,427,8.0,4.2975283,19.319999999999997,17.125210514068606,0,None
236,354,428,8.0,3.6149955,19.426666666666662,17.17341045379639,0,None
237,355,429,8.0,3.6049051,19.533333333333328,17.221475855509443,0,None
238,356,430,8.0,3.2120237,19.639999999999993,17.264302838643395,0,None
239,357,431,8.0,3.4262686,19.74666666666666,17.309986419677738,0,None
240,358,432,7.0,4.057464,19.839999999999993,17.364085941314702,0,None
241,359,433,7.0,3.7443252,19.933333333333326,17.41401027679444,0,None
242,360,434,8.0,3.7930293,20.039999999999992,17.46458400090536,0,None
243,361,435,8.0,3.2191157,20.146666666666658,17.5075055440267,0,None
244,362,436,8.0,3.821859,20.253333333333323,17.55846366246542,0,None
245,363,437,8.0,4.6307073,20.35999999999999,17.62020642598471,0,None
246,364,438,8.0,4.3010817,20.466666666666654,17.677554181416838,0,None
247,365,439,8.0,4.5876894,20.57333333333332,17.738723373413094,0,None
248,366,440,8.0,5.010362,20.679999999999986,17.805528202056895,0,None
249,367,441,7.0,5.335185,20.77333333333332,17.87666400273642,0,None
250,368,442,7.0,5.624042,20.866666666666653,17.95165122985841,0,None
251,369,443,7.0,3.8799968,20.959999999999987,18.00338452021282,1,407
252,370,444,7.0,3.6058006,21.05333333333332,18.051461861928313,0,None
253,371,445,7.0,4.1023054,21.146666666666654,18.106159267425546,0,None
254,372,446,7.0,5.1666703,21.239999999999988,18.175048205057788,0,None
255,373,447,7.0,5.2615447,21.33333333333332,18.245202134450285,0,None
256,374,448,7.0,4.4242945,21.426666666666655,18.30419272740683,0,None
257,375,449,7.0,4.1985903,21.51999999999999,18.360173931121835,0,None
258,376,450,7.0,4.561718,21.613333333333323,18.420996837615977,0,None
259,377,451,7.0,4.6599684,21.706666666666656,18.483129749298104,0,None
260,378,452,7.0,4.326978,21.79999999999999,18.54082279205323,0,None
261,379,453,7.0,3.5001206,21.893333333333324,18.58749106725058,0,None
262,380,454,7.0,2.8677225,21.986666666666657,18.625727367401133,0,None
263,381,455,7.0,3.3318214,22.07999999999999,18.670151653289803,0,None
264,382,456,7.0,3.8429475,22.173333333333325,18.721390953063974,0,None
265,383,457,6.0,3.760138,22.253333333333323,18.77152612686158,0,None
266,384,458,7.0,2.6899066,22.346666666666657,18.807391548156748,0,None
267,385,459,7.0,2.2009068,22.43999999999999,18.83673697153728,0,None
268,386,460,7.0,2.4828713,22.533333333333324,18.869841922124237,0,None
269,387,461,7.0,2.8368776,22.626666666666658,18.907666956583668,0,None
270,388,462,7.0,3.3560157,22.71999999999999,18.952413832346608,0,None
271,389,463,7.0,2.8824706,22.813333333333325,18.990846773783375,0,None
272,390,464,7.0,2.4303732,22.90666666666666,19.023251749674486,1,428
273,391,465,7.0,2.5184178,22.999999999999993,19.056830654144296,0,None
274,392,466,6.0,2.5950747,23.07999999999999,19.09143164952597,0,None
275,393,467,7.0,3.2280664,23.173333333333325,19.134472535451263,0,None
276,394,468,7.0,2.2733,23.26666666666666,19.16478320121766,0,None
277,395,469,7.0,2.1529207,23.359999999999992,19.193488810857144,0,None
278,396,470,7.0,2.1638575,23.453333333333326,19.222340243657438,0,None
279,397,471,7.0,2.2927058,23.54666666666666,19.252909653981536,0,None
280,398,472,7.0,2.9297428,23.639999999999993,19.291972891489674,0,None
281,399,473,7.0,3.0090156,23.733333333333327,19.332093098958342,0,None
282,400,474,8.0,2.988441,23.839999999999993,19.371938978830983,0,None
283,401,475,8.0,2.4266267,23.94666666666666,19.404294001261402,0,None
284,402,476,8.0,1.814887,24.053333333333324,19.428492495218922,0,None
285,403,477,7.0,2.7913465,24.146666666666658,19.465710449218758,0,None
286,404,478,7.0,3.5257392,24.23999999999999,19.512720305124926,0,None
287,405,479,7.0,3.782693,24.333333333333325,19.563156210581468,0,None
288,406,480,7.0,3.5190291,24.42666666666666,19.6100765991211,0,None
289,407,481,7.0,3.5259461,24.519999999999992,19.65708921432496,0,None
290,408,482,7.0,4.0165496,24.613333333333326,19.710643208821622,0,None
291,409,483,7.0,3.8570318,24.70666666666666,19.76207029978435,0,None
292,410,484,8.0,3.8339405,24.813333333333325,19.813189506530772,0,None
293,411,485,7.0,4.2871137,24.90666666666666,19.870351022084563,0,None
294,412,486,7.0,4.282644,24.999999999999993,19.927452939351408,0,None
295,413,487,7.0,4.782459,25.093333333333327,19.991219056447356,0,None
296,414,488,7.0,5.2399025,25.18666666666666,20.061084423065196,1,452
297,415,489,7.0,4.972481,25.279999999999994,20.12738416671754,0,None
298,416,490,7.0,4.939732,25.373333333333328,20.193247261047375,0,None
299,417,491,7.0,3.9016795,25.46666666666666,20.24526965459189,0,None
300,418,492,7.0,4.479721,25.559999999999995,20.304999268849702,0,None
301,419,493,8.0,4.9805713,25.66666666666666,20.37140688578289,0,None
302,420,494,7.0,4.355528,25.759999999999994,20.429480590820322,0,None
303,421,495,7.0,4.4878106,25.853333333333328,20.48931806564332,0,None
304,422,496,7.0,4.135698,25.946666666666662,20.54446070353191,0,None
305,423,497,7.0,4.343694,26.039999999999996,20.60237662633261,0,None
306,424,498,7.0,4.5401525,26.13333333333333,20.662911993662526,0,None
307,425,499,7.0,3.9808025,26.226666666666663,20.715989360809335,0,None
308,426,500,7.0,4.8214345,26.319999999999997,20.780275154113777,0,None
309,427,501,7.0,4.554563,26.41333333333333,20.841002661387133,0,None
310,428,502,8.0,4.5129266,26.519999999999996,20.90117501576742,0,None
311,429,503,8.0,4.8931055,26.62666666666666,20.96641642252605,0,None
312,430,504,8.0,4.61318,26.733333333333327,21.027925491333015,1,468
313,431,505,8.0,5.2575173,26.839999999999993,21.09802572250367,0,None
314,432,506,8.0,4.856794,26.94666666666666,21.16278297424317,0,None
315,433,507,8.0,4.597343,27.053333333333324,21.224080880482997,0,None
316,434,508,8.0,4.488157,27.15999999999999,21.283922971089687,0,None
317,435,509,7.0,4.9428616,27.253333333333323,21.34982779184978,0,None
318,436,510,7.0,5.5514493,27.346666666666657,21.423847115834562,0,None
319,437,511,7.0,5.067485,27.43999999999999,21.491413580576587,0,None
320,438,512,8.0,4.9917765,27.546666666666656,21.557970600128183,0,None
321,439,513,8.0,4.910712,27.65333333333332,21.623446756998707,0,None
322,440,514,8.0,4.8825116,27.759999999999987,21.688546911875417,0,None
323,441,515,8.0,5.2630424,27.866666666666653,21.7587208112081,0,None
324,442,516,8.0,4.857734,27.97333333333332,21.82349060058595,0,None
325,443,517,8.0,4.3160553,28.079999999999984,21.881038004557304,0,None
326,444,518,8.0,4.3499417,28.18666666666665,21.939037227630628,0,None
327,445,519,8.0,5.008995,28.293333333333315,22.005823828379327,1,483
328,446,520,8.0,5.349258,28.39999999999998,22.07714726765952,0,None
329,447,521,9.0,5.3639565,28.519999999999982,22.148666687011733,0,None
330,448,522,9.0,4.728996,28.639999999999983,22.21171996434531,0,None
331,449,523,8.0,4.414078,28.74666666666665,22.270574340820325,0,None
332,450,524,8.0,4.774626,28.853333333333314,22.334236017862967,0,None
333,451,525,8.0,5.373275,28.95999999999998,22.405879681905123,0,None
334,452,526,8.0,5.3949714,29.066666666666645,22.477812633514418,0,None
335,453,527,8.0,4.4351797,29.17333333333331,22.536948362986262,0,None
336,454,528,9.0,4.704233,29.29333333333331,22.59967147191367,0,None
337,455,529,9.0,5.044301,29.413333333333313,22.666928819020605,0,None
338,456,530,9.0,5.4543777,29.533333333333314,22.739653854370133,0,None
339,457,531,9.0,5.2535486,29.653333333333315,22.809701169331884,0,None
340,458,532,9.0,4.5151067,29.773333333333316,22.869902591705337,0,None
341,459,533,8.0,5.016034,29.87999999999998,22.936783046722425,0,None
342,460,534,8.0,5.593996,29.986666666666647,23.011369660695408,1,498
343,461,535,8.0,5.639351,30.093333333333312,23.08656100591025,0,None
344,462,536,8.0,5.4113936,30.199999999999978,23.15871292114259,0,None
345,463,537,9.0,4.6963916,30.31999999999998,23.221331475575777,0,None
346,464,538,9.0,4.9578,30.43999999999998,23.287435474395764,0,None
347,465,539,9.0,5.3487077,30.55999999999998,23.358751576741547,0,None
348,466,540,9.0,5.3633127,30.679999999999982,23.430262413024913,0,None
349,467,541,9.0,5.694583,30.799999999999983,23.506190185546885,0,None
350,468,542,8.0,4.568537,30.90666666666665,23.567104015350353,0,None
351,469,543,8.0,5.057285,31.013333333333314,23.634534479777027,0,None
352,470,544,8.0,5.2264695,31.11999999999998,23.704220740000416,0,None
353,471,545,9.0,5.159618,31.23999999999998,23.773015645345062,0,None
354,472,546,9.0,5.34,31.35999999999998,23.844215647379567,0,None
355,473,547,9.0,4.814896,31.479999999999983,23.90841426213583,0,None
356,474,548,9.0,5.016406,31.599999999999984,23.975299676259368,0,None
357,475,549,8.0,5.186248,31.70666666666665,24.04444964726767,1,513
358,476,550,8.0,5.540215,31.813333333333315,24.118319180806488,0,None
359,477,551,8.0,5.665833,31.91999999999998,24.193863620758066,0,None
360,478,552,8.0,4.5910916,32.02666666666665,24.25507817586264,0,None
361,479,553,8.0,4.459323,32.13333333333332,24.31453581492107,0,None
362,480,554,9.0,4.3449316,32.253333333333316,24.372468236287443,0,None
363,481,555,9.0,4.611313,32.37333333333331,24.433952407836923,0,None
364,482,556,9.0,4.964724,32.49333333333331,24.50014872868857,0,None
365,483,557,9.0,4.0972486,32.61333333333331,24.554778709411632,0,None
366,484,558,9.0,4.022692,32.733333333333306,24.608414605458588,0,None
367,485,559,8.0,4.304735,32.839999999999975,24.665811074574798,0,None
368,486,560,8.0,4.4384003,32.946666666666644,24.724989744822192,0,None
369,487,561,8.0,5.164102,33.05333333333331,24.793844439188646,0,None
370,488,562,9.0,4.4905705,33.17333333333331,24.8537187131246,0,None
371,489,563,9.0,4.3982797,33.29333333333331,24.912362442016608,0,None
372,490,564,9.0,4.8621335,33.413333333333306,24.977190888722745,0,None
373,491,565,9.0,5.0959806,33.5333333333333,25.045137297312426,1,529
374,492,566,9.0,5.631322,33.6533333333333,25.120221589406338,0,None
375,493,567,9.0,5.349464,33.7733333333333,25.19154777526856,0,None
376,494,568,8.0,5.5918913,33.87999999999997,25.266106325785326,0,None
377,495,569,8.0,5.6294546,33.986666666666636,25.341165720621753,0,None
378,496,570,8.0,5.522046,34.093333333333305,25.414793001810718,0,None
379,497,571,9.0,6.0060377,34.2133333333333,25.49487350463868,0,None
380,498,572,9.0,6.341115,34.3333333333333,25.579421704610198,0,None
381,499,573,9.0,5.865076,34.4533333333333,25.657622718811044,0,None
382,500,574,9.0,5.6017556,34.573333333333295,25.732312793731698,0,None
383,501,575,9.0,5.184718,34.69333333333329,25.801442368825285,0,None
384,502,576,9.0,5.384284,34.81333333333329,25.87323282241822,0,None
385,503,577,8.0,5.289044,34.91999999999996,25.94375340779623,0,None
386,504,578,8.0,5.4862227,35.02666666666663,26.016903044382737,1,542
387,505,579,9.0,5.61885,35.146666666666626,26.09182104746501,0,None
